name,garnish,serving_suggestion,ingredients,steps,review_count,url,website,image_url,ingredients_clean,serving_suggestion_clean,alcohol
Fiendtini,Gherkin,Serve in a Martini glass,"['2 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Martini Extra Dry vermouth', '1⁄8 shot Pickled cucumber/gherkin brine/vinegar']",STIR all ingredients with ice and strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/2877/fiendtini,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/34/2016b6a2804a3127fa77563ef113b54b1c2d.jpg,"['Rutte Dry Gin', 'Martini Extra Dry vermouth', 'Pickled cucumber gherkin brine vinegar']",Serve in a Martini glass,gin|vermouth
Hollywood,Dust with freshly grated nutmeg,Serve in a Coupe glass,"['1 1⁄2 shot Bacardi Carta Blanca light rum', '1⁄3 shot Pink grapefruit juice (freshly squeezed)', '1⁄6 shot Giffard Grenadine syrup', '1⁄12 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,12,https://www.diffordsguide.com/cocktails/recipe/2878/hollywood,diffords,https://cdn.diffords.com/contrib/stock-images/2022/03/62457cae6fe05.jpg,"['Bacardi Carta Blanca light rum', 'Pink grapefruit juice', 'Giffard Grenadine syrup', 'Sugar syrup', 'Pasteurised egg white']",Serve in a Coupe glass,rum
Improved Holland Gin Cocktail,Lemon zest twist,Serve in a Nick & Nora glass,"['2 shot Rutte Old Simon Genever', '1⁄24 shot Luxardo Maraschino liqueur', '1⁄24 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄24 shot La Fée Parisienne absinthe', '2 dash Angostura Aromatic Bitters']","STIR all ingredients with ice and strain into chilled glass. [To measure 1.25ml and how many dashes in 1.25ml, please see Measuring cocktail ingredients.]",6,https://www.diffordsguide.com/cocktails/recipe/2879/improved-holland-gin-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/11/33/2016c0e6e3a3356cf039c1b27b4a590fb6c8.jpg,"['Rutte Old Simon Genever', 'Luxardo Maraschino liqueur', 'Sugar syrup', 'La Fée Parisienne absinthe', 'Angostura Aromatic Bitters']",Serve in a Nick & Nora glass,Maraschino liqueur|absinthe|Aromatic Bitters
King's Jubilee,Lemon zest twist (discarded) & skewered maraschino cherry,"Serve in a Nick & Nora glass
Photographed in an Urban Bar Nick & Nora","['1 1⁄3 shot Bacardi Carta Blanca light rum', '1⁄2 shot Luxardo Maraschino liqueur', '1⁄3 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,52,https://www.diffordsguide.com/cocktails/recipe/2880/kings-jubilee,diffords,https://cdn.diffords.com/contrib/stock-images/2020/07/5f0ec14053949.jpg,"['Bacardi Carta Blanca light rum', 'Luxardo Maraschino liqueur', 'Lemon juice']",Serve in a Nick & Nora glass,rum|Maraschino liqueur
Mantini,Olive wrapped in bacon,Serve in a Martini glass,"['2 1⁄2 shot Rutte Dry Gin', '1⁄2 shot British bitter ale']",STIR all ingredients with ice and strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/2881/mantini,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/55/201753b6ebcd502aaa1f4cf39647b3b05706.jpg,"['Rutte Dry Gin', 'British bitter ale']",Serve in a Martini glass,gin
Melba Cocktail,Float mint leaf or peg to rim,"Serve in a Coupe glass
Photographed in a LSA Olivia Champagne Saucer","['1 2⁄3 shot Bacardi Carta Blanca light rum', '3⁄4 shot Swedish Punsch liqueur', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄6 shot Giffard Grenadine syrup', '1⁄12 shot La Fée Parisienne absinthe', '1⁄3 shot Chilled water']",SHAKE all ingredients with ice and fine strain into chilled glass.,3,https://www.diffordsguide.com/cocktails/recipe/2882/melba-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2022/04/62500f7c233dd.jpg,"['Bacardi Carta Blanca light rum', 'Swedish Punsch liqueur', 'Lime juice', 'Giffard Grenadine syrup', 'La Fée Parisienne absinthe', 'Chilled water']",Serve in a Coupe glass,rum|absinthe
Porn Star Martini,Float half fresh passion fruit,Serve in a Coupe glass,"['1 1⁄2 fresh Passion fruit (fresh fruit)', '2 shot Absolut Vanilia vodka', '1⁄2 shot Passoã liqueur', '1⁄2 shot Vanilla sugar syrup', '1⁄2 shot Lime juice (freshly squeezed)', '2 shot Brut Champagne (optional)']","Wash and cut 2 fresh passion fruits in half, SCOOP out the seeds and flesh of 3 halves into your shaker. (Keep last passion fruit half for garnish.) Add next four ingredients (all but champagne), SHAKE with ice and fine strain into chilled glass.

Optionally, separately, POUR champagne into chilled shot glass to serve on the side. Instruct drinker to sip alternately from each glass.",281,https://www.diffordsguide.com/cocktails/recipe/2883/porn-star-martini,diffords,https://cdn.diffords.com/contrib/stock-images/2019/12/5df122ebad0cc.jpg,"['Passion fruit', 'Absolut Vanilia vodka', 'Passo liqueur', 'Vanilla sugar syrup', 'Lime juice', 'Brut Champagne']",Serve in a Coupe glass,Vanilia vodka
The Quad,Orange zest twist,Serve in a Coupe glass,"['1 1⁄2 shot Ketel One Oranje Vodka', '2⁄3 shot De Kuyper Triple Sec (40%)', '1⁄4 shot Italian red bitter liqueur', '5⁄6 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,7,https://www.diffordsguide.com/cocktails/recipe/2884/the-quad,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/48/20173a225ad61b565071e132d4e1665cd8dd.jpg,"['Ketel One Oranje Vodka', 'De Kuyper Triple Sec', 'Italian red bitter liqueur', 'Orange juice']",Serve in a Coupe glass,vodka|bitter liqueur
Roosevelt Martini,Two olives on stick,Serve in a Martini glass,"['2 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Martini Extra Dry vermouth']",STIR all ingredients with ice and strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/2885/roosevelt-martini,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/27/201754b24800d4e7f0c56f513c3950ff16a4.jpg,"['Rutte Dry Gin', 'Martini Extra Dry vermouth']",Serve in a Martini glass,gin|vermouth
Skid Row,Orange zest twist (flamed),Serve in a Coupe glass,"['2 shot Rutte Old Simon Genever', '1⁄2 shot De Kuyper Apricot Brandy liqueur', '1⁄2 shot Ramazzotti amaro', '1 dash Angostura Aromatic Bitters', '1 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,5,https://www.diffordsguide.com/cocktails/recipe/2886/skid-row,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/43/2017884b5c641dcb49bebfc1befc026eb5cd.jpg,"['Rutte Old Simon Genever', 'De Kuyper Apricot Brandy liqueur', 'Ramazzotti amaro', 'Angostura Aromatic Bitters', 'Orange Bitters by Angostura']",Serve in a Coupe glass,brandy liqueur|Aromatic Bitters|Orange Bitters
Sweet Martini,Luxardo Maraschino cherry,Serve in a Martini glass,"['2 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Martini Rosso sweet vermouth']",STIR all ingredients with ice and strain into chilled glass.,4,https://www.diffordsguide.com/cocktails/recipe/2887/sweet-martini,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/46/2017c3853915ffc234f96d242eb68af1ed76.jpg,"['Rutte Dry Gin', 'Martini Rosso sweet vermouth']",Serve in a Martini glass,gin|vermouth
Tijuana Brass,Cucumber foam,Serve in an Old-fashioned glass,"['2 shot Patrón Reposado tequila', '3⁄4 shot Agave syrup', '1 shot Lime juice (freshly squeezed)']","SHAKE first 3 ingredients with ice and fine strain into ice-filled glass. Top with cucumber foam (fill a cream whipper two-thirds full with equal parts cucumber juice, 1:1 simple syrup and egg white, charge with two CO2 cartridges and chill).",1,https://www.diffordsguide.com/cocktails/recipe/2888/tijuana-brass,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/47/2016b6f1109c6671959841dcf063e44566b7.jpg,"['Patr n Reposado tequila', 'Agave syrup', 'Lime juice']",Serve in an Old-fashioned glass,tequila
Tip Top Cocktail,Lemon zest twist,Serve in a Coupe glass,"['2 shot Martini Extra Dry vermouth', '3⁄4 shot Bénédictine D.O.M.', '2 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,14,https://www.diffordsguide.com/cocktails/recipe/2889/tip-top-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/20/20173d783c39cdbcc520e7a1699c5492b05e.jpg,"['Martini Extra Dry vermouth', 'Bénédictine D O M', 'Angostura Aromatic Bitters']",Serve in a Coupe glass,vermouth|Aromatic Bitters
Green Deacon,Grapefruit zest twist,Serve in a Coupe glass,"['1⁄24 shot La Fée Parisienne absinthe', '1 1⁄2 shot Rutte Dry Gin', '3⁄4 shot Rutte Sloe Gin', '1 shot Pink grapefruit juice (freshly squeezed)']",MIST chilled glass with spray or rinse of absinthe to coat the inside and set aside. SHAKE other ingredients with ice and fine strain into absinthe-rinsed chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/2890/green-deacon,diffords,https://cdn.diffords.com/contrib/stock-images/2022/05/62861eb172319.jpg,"['La Fée Parisienne absinthe', 'Rutte Dry Gin', 'Rutte Sloe Gin', 'Pink grapefruit juice']",Serve in a Coupe glass,absinthe|gin|gin
London Gypsy,Grapefruit zest twist,Serve in a Nick & Nora glass,"['1 1⁄3 shot Rutte Dry Gin', '5⁄6 shot Bénédictine D.O.M.', '1 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,27,https://www.diffordsguide.com/cocktails/recipe/2891/london-gypsy,diffords,https://cdn.diffords.com/contrib/stock-images/2016/12/31/2016451c5904a056c48f91d357b7d75bbd12.jpg,"['Rutte Dry Gin', 'Bénédictine D O M', 'Angostura Aromatic Bitters']",Serve in a Nick & Nora glass,gin|Aromatic Bitters
Red Hook,Luxardo Maraschino cherry,Serve in a Coupe glass,"['2 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '1⁄2 shot Punt E Mes or other full-bodied vermouth', '1⁄2 shot Luxardo Maraschino liqueur']",STIR all ingredients with ice and strain into chilled glass.,44,https://www.diffordsguide.com/cocktails/recipe/2892/red-hook,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/45/20172b3566221f6497bfdbd08a6d59852e3b.jpg,"['Straight rye whiskey', 'Punt E Mes or other full bodied vermouth', 'Luxardo Maraschino liqueur']",Serve in a Coupe glass,whiskey|vermouth|Maraschino liqueur
Bobby Burns cocktail (Embury's recipe),Lemon zest twist,Serve in a Nick & Nora glass,"[""1 1⁄3 shot Dewar's 12 Year Old Scotch whisky"", '2⁄3 shot Martini Rosso sweet vermouth', '1⁄6 shot Drambuie liqueur', ""2 dash Peychaud's or other Creole-style bitters""]",STIR all ingredients with ice and strain into chilled cocktail glass,32,https://www.diffordsguide.com/cocktails/recipe/2893/bobby-burns-cocktail-emburys-recipe,diffords,https://cdn.diffords.com/contrib/stock-images/2016/1/08/2016dcae03c5cae81e023753e3eff25d5846.jpg,"[""Dewar's Year Old Scotch whisky"", 'Martini Rosso sweet vermouth', 'Drambuie liqueur', ""Peychaud's or other Creole style bitters""]",Serve in a Nick & Nora glass,vermouth|bitters
Pickle Back,None,Serve in a Shot glass,"['1 shot The Busker Blended Irish Whiskey', '1 shot Pickled cucumber/gherkin brine/vinegar']",POUR ingredients into two separate chilled glasses. Instruct drinker to drink whiskey followed by cucumber chaser.,4,https://www.diffordsguide.com/cocktails/recipe/2894/pickle-back,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/28/201781ddcc5e5df8d50f66ff9f8ed4206319.jpg,"['The Busker Blended Irish Whiskey', 'Pickled cucumber gherkin brine vinegar']",Serve in a Shot glass,whiskey
Sherry Cobbler,"Pineapple wedge, orange slice, mint sprig bouquet & seasonal berry",Serve in a Collins glass,"['2 shot Oloroso sherry', '1⁄2 shot Pedro Ximénez sherry', '1⁄6 shot Luxardo Maraschino liqueur', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄4 shot Pineapple juice (fresh pressed)', '1⁄4 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into a glass filled with crushed ice.,11,https://www.diffordsguide.com/cocktails/recipe/2895/sherry-cobbler,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/09/2017d623f882050aa2f203d46538e4abb56c.jpg,"['Oloroso sherry', 'Pedro Ximénez sherry', 'Luxardo Maraschino liqueur', 'Sugar syrup', 'Pineapple juice', 'Orange juice']",Serve in a Collins glass,sherry|sherry|Maraschino liqueur
Submarine Kiss,Lemon zest twist (discarded),Serve in a Flute glass,"['1⁄3 shot Crème Yvette liqueur', '2 shot Rutte Dry Gin', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Pasteurised egg white']",POUR liqueur into base of chilled glass. SHAKE the rest of the ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and carefully fine strain into the liqueur-primed glass so contents of shaker float over liqueur.,3,https://www.diffordsguide.com/cocktails/recipe/2896/submarine-kiss,diffords,https://cdn.diffords.com/contrib/stock-images/2016/8/15/2016c7e5fbb6c3d3e3d1cf4789de7724eb98.jpg,"['Cr me Yvette liqueur', 'Rutte Dry Gin', 'Lemon juice', 'Sugar syrup', 'Pasteurised egg white']",Serve in a Flute glass,gin
Palomino Flor,Short pale yellow stalk and leaf from celery heart,Serve in a Coupe glass,"['1⁄2 shot Celery juice (freshly extracted)', '2 shot Bacardi Carta Blanca light rum', '2⁄3 shot Martini Bianco vermouth', '1⁄3 shot Fino sherry', '1⁄6 shot St-Germain elderflower liqueur']","MUDDLE celery in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",1,https://www.diffordsguide.com/cocktails/recipe/2897/palomino-flor,diffords,https://cdn.diffords.com/contrib/stock-images/2016/12/08/20167d5c10574d7a993143b33fa7d2cbed01.jpg,"['Celery juice', 'Bacardi Carta Blanca light rum', 'Martini Bianco vermouth', 'Fino sherry', 'St Germain elderflower liqueur']",Serve in a Coupe glass,rum|vermouth|sherry|elderflower liqueur
Amatitan Twist,Grapefruit zest twist,Serve in a Coupe glass,"['2 shot Patrón Añejo tequila', '1⁄4 shot Luxardo Maraschino liqueur', '1⁄4 shot Yellow Chartreuse liqueur', ""2 dash Bob's Grapefruit Bitters""]",STIR all ingredients with ice and strain into chilled glass.,18,https://www.diffordsguide.com/cocktails/recipe/2898/amatitan-twist,diffords,https://cdn.diffords.com/contrib/stock-images/2021/07/60f14b1a84157.jpg,"['Patr n A ejo tequila', 'Luxardo Maraschino liqueur', 'Yellow Chartreuse liqueur', ""Bob's Grapefruit Bitters""]",Serve in a Coupe glass,tequila|Maraschino liqueur|Chartreuse liqueur|bitters
The Hee Bee Jee Bees,Lime wedge,Serve in a Coupe glass,"['1 shot Honey flavoured vodka', '1 shot Patrón Reposado tequila', '3⁄4 shot Agave Sec liqueur', '1⁄3 shot Lime juice (freshly squeezed)', ""3 drop Bob's Lavender Bitters""]",SHAKE all ingredients with ice and fine strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/2899/the-hee-bee-jee-bees,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/02/2016bde9e048d269d8f8a493dd84d6d80d18.jpg,"['Honey flavoured vodka', 'Patr n Reposado tequila', 'Agave Sec liqueur', 'Lime juice', ""Bob's Lavender Bitters""]",Serve in a Coupe glass,vodka|tequila|bitters
Benny & Hot,Lemon slice,Serve in a Toddy glass,"['2 shot Bénédictine D.O.M.', '4 shot Boiling water']",POUR ingredients into warmed glass.,2,https://www.diffordsguide.com/cocktails/recipe/2900/benny-and-hot,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/00/20160972cefbefaf8776b99def0bf171127b.jpg,"['Bénédictine D O M', 'Boiling water']",Serve in a Toddy glass,
Bernice,Mint leaf pegged to rim or float very tip of mint sprig,Serve in a Coupe glass,"['1 2⁄3 shot Ketel One Vodka', ""1⁄4 shot Galliano L'Autentico liqueur"", '1⁄2 shot Lime juice (freshly squeezed)', '1⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 dash La Fée Parisienne absinthe']",SHAKE all ingredients with ice and fine strain into chilled glass.,31,https://www.diffordsguide.com/cocktails/recipe/2901/bernice,diffords,https://cdn.diffords.com/contrib/stock-images/2018/2/17/2018f2114abc61179b85c528925fe3a360ce.jpg,"['Ketel One Vodka', ""Galliano L'Autentico liqueur"", 'Lime juice', 'Sugar syrup', 'La Fée Parisienne absinthe']",Serve in a Coupe glass,vodka|absinthe
La Bicyclette,Lemon zest twist,Serve in a Coupe glass,"['2 shot Rutte Dry Gin', '1⁄2 shot Martini Rosso sweet vermouth', '1⁄4 shot St-Germain elderflower liqueur', '2 dash Peach bitters']",STIR all ingredients with ice and strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/2902/la-bicyclette,diffords,https://cdn.diffords.com/contrib/stock-images/2016/12/41/2016056ec4efc44b85837e58d147e3c06770.jpg,"['Rutte Dry Gin', 'Martini Rosso sweet vermouth', 'St Germain elderflower liqueur', 'Peach bitters']",Serve in a Coupe glass,gin|vermouth|elderflower liqueur|bitters
Bourbon Skin,Large orange zest twist,Serve in a Toddy glass,"['2 shot Bourbon whiskey', '3 shot Boiling water', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",Place barspoon in warmed glass. POUR all ingredients into warmed glass and STIR.,0,https://www.diffordsguide.com/cocktails/recipe/2903/bourbon-skin,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/32/2016897e8d028b12624d6a8cda43df1f975c.jpg,"['Bourbon whiskey', 'Boiling water', 'Sugar syrup']",Serve in a Toddy glass,whiskey
Russian Cocktail,Luxardo Maraschino cherry,Serve in a Coupe glass,"['1 1⁄2 shot Ketel One Vodka', '3⁄4 shot Cherry Heering cherry brandy liqueur', '1⁄4 shot Kirschwasser (cherry) eau-de-vie']",SHAKE all ingredients with ice and fine strain into chilled glass.,3,https://www.diffordsguide.com/cocktails/recipe/2904/russian-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/3/30/201666d0ba42fb7021c2773125dda9ec3ceb.jpg,"['Ketel One Vodka', 'Cherry Heering cherry brandy liqueur', 'Kirschwasser eau de vie']",Serve in a Coupe glass,vodka|brandy liqueur
Rusty Daiquiri,Lime wedge,Serve in an Old-fashioned glass,"['1 2⁄3 shot Havana Club 3 Year Old rum', '1⁄2 shot Drambuie liqueur', '1⁄2 shot Lime juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/2905/rusty-daiquiri,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/13/2017ce38ce694fd93526ccd6b37e5daf0224.jpg,"['Havana Club Year Old rum', 'Drambuie liqueur', 'Lime juice']",Serve in an Old-fashioned glass,rum
Rusty Margarita,Lime wedge,Serve in an Old-fashioned glass,"['1 1⁄2 shot Patrón Reposado tequila', '3⁄4 shot Drambuie liqueur', '3⁄4 shot Lime juice (freshly squeezed)', '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and strain into ice-filled glass.,12,https://www.diffordsguide.com/cocktails/recipe/2906/rusty-margarita,diffords,https://cdn.diffords.com/contrib/stock-images/2017/1/17/201777d8b34188ce5c588b2336e8d7a6195f.jpg,"['Patr n Reposado tequila', 'Drambuie liqueur', 'Lime juice', 'Chilled water']",Serve in an Old-fashioned glass,tequila
Angel's Draft,Grapefruit zest twist (discarded) & mint leaf,Serve in a Coupe glass,"['1 1⁄2 shot Bacardi Carta Blanca light rum', '1⁄4 shot Yellow Chartreuse liqueur', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄4 shot Agave syrup', ""1 dash Bob's Grapefruit Bitters"", '3 fresh Mint leaves', '1⁄4 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) to emulsify and fine strain into chilled glass.,18,https://www.diffordsguide.com/cocktails/recipe/2907/angels-draft,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/04/20153f79bfccbd08c0c4e67c14a369c04165.jpg,"['Bacardi Carta Blanca light rum', 'Yellow Chartreuse liqueur', 'Lime juice', 'Agave syrup', ""Bob's Grapefruit Bitters"", 'Mint leaves', 'Pasteurised egg white']",Serve in a Coupe glass,rum|Chartreuse liqueur|bitters
Aperol Spritz / Aperitivo Spritz,Orange slice,Serve in a Wine glass,"['3 shot Prosecco sparkling wine', '2 shot Bittersweet orange-red aperitivo', '1 shot Thomas Henry Soda Water']",POUR ingredients into ice-filled glass.,70,https://www.diffordsguide.com/cocktails/recipe/2908/aperol-spritz-aperitivo-spritz,diffords,https://cdn.diffords.com/contrib/stock-images/2018/1/34/2018af5d9ac30a3836c1449fd20d21616bba.jpg,"['Prosecco sparkling wine', 'Bittersweet orange red aperitivo', 'Thomas Henry Soda Water']",Serve in a Wine glass,wine|bitters|soda water
Auld Alliance,Lemon slice,Serve in a Collins glass,"[""1 1⁄2 shot Dewar's 12 Year Old Scotch whisky"", '3⁄4 shot Lemon juice (freshly squeezed)', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 2⁄3 shot Lemonade']",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with lemonade.,5,https://www.diffordsguide.com/cocktails/recipe/2909/auld-alliance,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/55/2016ad6d20614b490a46e3481abea590ecb8.jpg,"[""Dewar's Year Old Scotch whisky"", 'Lemon juice', 'De Kuyper Triple Sec', 'Sugar syrup', 'Lemonade']",Serve in a Collins glass,
Beggar's Banquet,Orange slice,Serve in a Collins glass,"['2 shot Bourbon whiskey', '1 shot Lemon juice (freshly squeezed)', '3⁄4 shot Maple syrup', '2 dash Angostura Aromatic Bitters', 'Top up with British bitter ale']",SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with beer.,0,https://www.diffordsguide.com/cocktails/recipe/2910/beggars-banquet,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/27/20166cadd4c49ec5a6cfdcb5766c1b780d8f.jpg,"['Bourbon whiskey', 'Lemon juice', 'Maple syrup', 'Angostura Aromatic Bitters', 'Top up with British bitter ale']",Serve in a Collins glass,whiskey|Aromatic Bitters
Blue Moon Cocktail (Dale DeGroff's recipe),Sage leaf & blueberry,Serve in a Coupe glass,"['1 fresh Blueberries (fresh)', '2 shot Ketel One Vodka', '1 spoon Oolong tea', '1⁄2 shot St-Germain elderflower liqueur', '3⁄4 shot Lemon juice (freshly squeezed)', '1⁄2 shot Agave syrup', '1 fresh Sage leaves']","Lightly MUDDLE blueberry in base of shaker (just to break skin). ADD vodka and one heaped spoon of oolong tea and stir in base of shaker for 60 seconds (or better still, leave to steep for ten minutes). Add other ingredients, SHAKE with ice and fine strain into chilled glass.",1,https://www.diffordsguide.com/cocktails/recipe/2911/blue-moon-cocktail-dale-degroffs-recipe,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/34/2016f00abfc3fa3c94c8a3c6c52921ea330c.jpg,"['Blueberries', 'Ketel One Vodka', 'Oolong tea', 'St Germain elderflower liqueur', 'Lemon juice', 'Agave syrup', 'Sage leaves']",Serve in a Coupe glass,vodka|elderflower liqueur
Breakfast in Manhattan,Orange zest twist,Serve in a Coupe glass,"['1 spoon Orange marmalade', '2 shot Bourbon whiskey', '1⁄2 shot Martini Rosso sweet vermouth', '1 dash Orange Bitters by Angostura']","STIR marmalade with bourbon to dissolve marmalade. Add other ingredients, STIR with ice and fine strain into chilled glass.",12,https://www.diffordsguide.com/cocktails/recipe/2912/breakfast-in-manhattan,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/02/2016286697083c96442a67b7d49e8fd354d1.jpg,"['Orange marmalade', 'Bourbon whiskey', 'Martini Rosso sweet vermouth', 'Orange Bitters by Angostura']",Serve in a Coupe glass,whiskey|vermouth|Orange Bitters
Caribeño,Lime wedge,Serve in a Collins glass,"['2 shot Bacardi Carta Blanca light rum', '4 shot Coconut water', '1⁄4 shot Lime juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all the ingredients with ice and strain into an ice-filled glass.,28,https://www.diffordsguide.com/cocktails/recipe/2913/caribeno,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/23/20166b3dd35b2a81642cd714e93772cbfb32.jpg,"['Bacardi Carta Blanca light rum', 'Coconut water', 'Lime juice', 'Sugar syrup']",Serve in a Collins glass,rum
Charlie Chaplin Cocktail,Apricot wedge,Serve in a Coupe glass,"['3⁄4 shot De Kuyper Apricot Brandy liqueur', '3⁄4 shot Rutte Sloe Gin', '3⁄4 shot Lime juice (freshly squeezed)', '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,26,https://www.diffordsguide.com/cocktails/recipe/2914/charlie-chaplin-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/44/20168c2d316703f67db8b4a84b841fd35ae0.jpg,"['De Kuyper Apricot Brandy liqueur', 'Rutte Sloe Gin', 'Lime juice', 'Chilled water']",Serve in a Coupe glass,brandy liqueur|gin
Chocolate Stinger,Mint sprig,Serve in an Old-fashioned glass,"['2 shot Mozart Chocolate Vodka', '3⁄4 shot Giffard Menthe Pastille white crème de menthe']",STIR all ingredients with ice and strain into glass filled with crushed ice.,0,https://www.diffordsguide.com/cocktails/recipe/2915/chocolate-stinger,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/32/20165b17ba32ec853d81fdf1a480d5b89ee5.jpg,"['Mozart Chocolate Vodka', 'Giffard Menthe Pastille white cr me de menthe']",Serve in an Old-fashioned glass,vodka
Cognac Julep,Mint sprig,Serve in a Julep tin,"['12 fresh Mint leaves', '2 1⁄2 shot Rémy Martin 1738 Cognac', '2⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into julep cup half filled with crushed ice. CHURN (stir) the drink with the crushed ice using a bar spoon. Top up the cup with more crushed ice and CHURN again. Repeat this process until the drink fills the cup and serve.,3,https://www.diffordsguide.com/cocktails/recipe/2916/cognac-julep,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/03/2016196eab9e07cbda379ed3a4d12b2853f4.jpg,"['Mint leaves', 'Rémy Martin Cognac', 'Sugar syrup']",Serve in a Julep tin,Cognac
Comet Cocktail,Grapefruit zest twist,Serve in a Coupe glass,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '1⁄4 shot De Kuyper Triple Sec (40%)', '1⁄4 shot Drambuie liqueur', '1 shot Pink grapefruit juice (freshly squeezed)', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and fine strain into chilled glass.,19,https://www.diffordsguide.com/cocktails/recipe/2917/comet-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/16/20169c569a57260af83f4a4b26ad430e140f.jpg,"['Rémy Martin Cognac', 'De Kuyper Triple Sec', 'Drambuie liqueur', 'Pink grapefruit juice', 'Sugar syrup', 'Angostura Aromatic Bitters']",Serve in a Coupe glass,Cognac|Aromatic Bitters
