name,garnish,serving_suggestion,ingredients,steps,review_count,url,website,image_url
Tuxedo No.4 or Tussetto,Orange zest twist,Serve in a Coupe glass,"['2 shot Rutte Dry Gin', '1 shot Fino sherry', '1 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,3,https://www.diffordsguide.com/cocktails/recipe/4604/tuxedo-no4-or-tussetto,diffords,https://cdn.diffords.com/contrib/stock-images/2018/09/5baca19bbbd13.jpg
Tuxedo No. 2 (Flora Bar's recipe),Orange zest twist & Luxardo Maraschino cherry,Serve in a Coupe glass,"['1⁄12 shot La Fée Parisienne absinthe', '2 1⁄4 shot Rutte Dry Gin', '1⁄2 shot Martini Bianco vermouth', '1⁄4 shot Luxardo Maraschino liqueur', '4 dash Orange Bitters by Angostura']",RINSE glass with absinthe and discard excess. STIR other ingredients with ice and strain into absinthe rinsed chilled glass.,36,https://www.diffordsguide.com/cocktails/recipe/4605/tuxedo-no-2-flora-bars-recipe,diffords,https://cdn.diffords.com/contrib/stock-images/2018/09/5baca0bbf273f.jpg
Tuxedo Cocktail (Difford's recipe),Orange zest twist & Luxardo Maraschino cherry,Serve in a Coupe glass,"['1 1⁄2 shot Portobello Old Tom gin', '3⁄4 shot Martini Extra Dry vermouth', '3⁄4 shot Martini Bianco vermouth', '1⁄24 shot Luxardo Maraschino liqueur', '2 dash La Fée Parisienne absinthe', '2 dash Angostura Aromatic Bitters', '2 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,21,https://www.diffordsguide.com/cocktails/recipe/4606/tuxedo-cocktail-diffords-recipe,diffords,https://cdn.diffords.com/contrib/stock-images/2018/09/5baca08952637.jpg
Cathy Olé Cocktail,Lime wedge,Serve in an Old-fashioned glass,"['2⁄3 shot Rutte Dry Gin', '2⁄3 shot Licor 43 Original liqueur', '1⁄2 shot Fino sherry', '1⁄2 shot Lime juice (freshly squeezed)']",POUR ingredients into glass half filled with ice and STIR. Top with more ice before serving.,4,https://www.diffordsguide.com/cocktails/recipe/4607/cathy-ole-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bc5aab04fa1c.jpg
Mariposa,Half cherry tomato & small basil sprig on rim,"Serve in a Coupe glass
Photographed in a Waterford Mixology Coupe Clear","['1 fresh Cherry tomato (fresh) (chopped)', '4 fresh Basil leaves', '1 2⁄3 shot Bacardi Carta Blanca light rum', '5⁄6 shot Lemon juice (freshly squeezed)', '5⁄6 shot St-Germain elderflower liqueur', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']","MUDDLE tomato in base of shaker and then muddle basil leaves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",17,https://www.diffordsguide.com/cocktails/recipe/4608/mariposa,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bc5c01850886.jpg
Hollywood Blvd,Rose petal,Serve in a Martini glass,"['1 2⁄3 shot Havana Club 7yo rum', '5⁄6 shot Pineapple juice (fresh pressed)', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Honey water (1:1)', '1⁄12 shot Dijon Mustard', '1 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/4609/hollywood-blvd,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bc5c0b0413a5.jpg
Zima Sour,Smouldering star anise,Serve in a Coupe glass,"['1 1⁄2 shot Bison grass vodka', '2⁄3 shot Lemon juice (freshly squeezed)', '1⁄2 shot Passion fruit syrup', '1⁄2 shot Apple juice', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Egg white', '3 dash La Fée Parisienne absinthe']",SHAKE all ingredients with ice and fine strain into chilled glass.,2,https://www.diffordsguide.com/cocktails/recipe/4610/zima-sour,diffords,https://cdn.diffords.com/contrib/stock-images/2019/03/5c7e3ce0e4be6.jpg
Sorrentino Cocktail,Dehydrated orange slice & thyme sprig,Serve in an Old-fashioned glass,"['1 shot Pallini Limoncello liqueur', '1 shot Martini Rosso sweet vermouth', '3⁄4 shot Italian red bitter liqueur', '2 shot Thomas Henry Soda Water']",POUR all ingredients into ice-filled glass and briefly STIR.,43,https://www.diffordsguide.com/cocktails/recipe/4611/sorrentino-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bc5c203b45d7.jpg
Godfather Sour,Orange slice,"Serve in an Old-fashioned glass
Photographed in an UB Ginza Old Fashioned 10.5oz","[""1 shot Dewar's 12 Year Old Scotch whisky"", '1 shot Disaronno amaretto', '1 shot Lemon juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,15,https://www.diffordsguide.com/cocktails/recipe/4612/godfather-sour,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bc5c235ed6d7.jpg
Dark 'n' Stormy Highball,Squeeze a wedge of lime into drink and drop in as a garnish,Serve in a Highball (max 10oz/300ml),"['2 1⁄2 shot Thomas Henry Ginger Beer', '1 1⁄2 shot Dark/black/blackstrap rum']","Integrated version: POUR ingredients into ice-filled glass and briefly stir.
Or, Layered version: POUR ginger beer into ice-filled glass first, then FLOAT rum.",17,https://www.diffordsguide.com/cocktails/recipe/4613/dark-n-stormy-highball,diffords,https://cdn.diffords.com/contrib/stock-images/2019/10/5dbaaa876ff49.jpg
Remind Me Cocktail,Orange zest twist,Serve in an Old-fashioned glass,"['1 1⁄2 shot Bepi Tosolini Grappa di Moscato', '2⁄3 shot Averna Amaro', '1⁄2 shot Mandarine Napoleon liqueur']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a large cube or chunk of block ice).,6,https://www.diffordsguide.com/cocktails/recipe/4614/remind-me-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd317815ca12.jpg
Apples to Oranges Cocktail,Orange zest twist,Serve in a Nick & Nora glass,"['1 shot Avallen Calvados', '1 shot Bourbon whiskey', '3⁄4 shot Martini Extra Dry vermouth', '1⁄2 shot Grand Marnier or other cognac orange liqueur', '3 dash Combier Elixir']",STIR all ingredients with ice and strain into chilled glass.,12,https://www.diffordsguide.com/cocktails/recipe/4615/apples-to-oranges-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd1dc58f079b.jpg
Mancini Cocktail,Flamed orange zest twist,Serve in a Coupe glass,"['1 1⁄2 shot Bourbon whiskey', '1⁄2 shot Antica Ricetta Barolo Chinato', '1⁄2 shot Dutch Cacao white crème de cacao', '2 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into ice-filled glass.,2,https://www.diffordsguide.com/cocktails/recipe/4616/mancini-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd1dbcd66ae1.jpg
Prospector No.2,Lemon zest twist,Serve in a Coupe glass,"['2 shot Bourbon whiskey', '3⁄4 shot Averna Amaro', '1⁄3 shot Pedro Ximénez sherry', '1 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into ice-filled glass.,10,https://www.diffordsguide.com/cocktails/recipe/4617/prospector-no2,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd1ddb09192e.jpg
Carriaggi Cocktail,Luxardo Maraschino cherry,Serve in a Nick & Nora glass,"['1 shot Kirschwasser (cherry) eau-de-vie', '1 shot Liquore Strega', '1 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,2,https://www.diffordsguide.com/cocktails/recipe/4618/carriaggi-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd1de2172618.jpg
Harvest Old Fashioned,Orange zest twist,Serve in an Old-fashioned glass,"['1 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '1 shot Avallen Calvados', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', ""2 dash Peychaud's or other Creole-style bitters""]",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,7,https://www.diffordsguide.com/cocktails/recipe/4619/harvest-old-fashioned,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd1e100df846.jpg
Cherry Martinez,Orange zest twist & Luxardo maraschino cherry,Serve in a Coupe glass,"['1 2⁄3 shot Luxardo Sour Cherry Gin', '2⁄3 shot Martini Rosso sweet vermouth', '1⁄12 shot Luxardo Maraschino liqueur', '2 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,8,https://www.diffordsguide.com/cocktails/recipe/4620/cherry-martinez,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd87625b576d.jpg
Oh Snap!,Lemon zest twist & Luxardo maraschino cherry,Serve in a Coupe glass,"['4 fresh Sugar snap peas (Mangetout)', '1 1⁄3 shot Rutte Dry Gin', '2⁄3 shot Luxardo Maraschino liqueur', '1⁄3 shot St-Germain elderflower liqueur', '1⁄2 shot Lemon juice (freshly squeezed)']","MUDDLE peas in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",4,https://www.diffordsguide.com/cocktails/recipe/4621/oh-snap,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd8764d23c51.jpg
Cherry Springer,Mint sprigs & Luxardo maraschino cherry,Serve in an Old-fashioned glass,"['1 1⁄3 shot Luxardo Sour Cherry Gin', '1⁄3 shot Giffard Menthe Pastille white crème de menthe', '1⁄3 shot Cherry Heering cherry brandy liqueur', '2⁄3 shot Lemon juice (freshly squeezed)', ""2 dash Bob's Chocolate bitters""]",SHAKE all ingredients with ice and strain into ice-filled glass.,3,https://www.diffordsguide.com/cocktails/recipe/4622/cherry-springer,diffords,https://cdn.diffords.com/contrib/stock-images/2018/10/5bd8768fe78a0.jpg
Champagne Piña Colada,Raw coconut (or toasted coconut flakes),Serve in a Flute glass,"['5⁄6 shot Bacardi Carta Blanca light rum', '1⁄6 shot Martinique blanc rhum agricole', '2⁄3 shot De Kuyper Pineapple liqueur', '1⁄2 shot Brut Champagne', '1 1⁄2 shot Pineapple juice (fresh pressed)', '2 scoop Coconut sorbet', '1 1⁄2 shot Brut Champagne']",BLEND first 6 ingredients with 4oz scoop of crushed ice (including 15ml/ ½oz champagne) and pour into chilled glass which has been pre-charged with 45ml/ 1½oz of chilled champagne.,4,https://www.diffordsguide.com/cocktails/recipe/4623/champagne-pina-colada,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5bdc62cad9e7c.jpg
Accoutrement,Torrone Stregga Ricoperto di Cioccolato across rim (or brandied cherries),Serve in a Coupe glass,"['2 shot Avallen Calvados', '3⁄4 shot Liquore Strega', '1⁄2 shot Créole Shrubb liqueur', '3⁄4 shot Lemon juice (freshly squeezed)', ""2 dash Peychaud's or other Creole-style bitters""]",SHAKE all ingredients with ice and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/4624/accoutrement,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5bdc7088181d1.jpg
Tokyo Drift,Lemon zest twist,Serve in a Nick & Nora glass,"['2 shot Japanese blended whisky', '3⁄4 shot Martini Rosso sweet vermouth', '1⁄2 shot Vermouth amaro (e.g. Cardamaro)', '1⁄6 shot Liquore Strega']",STIR all ingredients with ice and strain into chilled glass.,4,https://www.diffordsguide.com/cocktails/recipe/4625/tokyo-drift,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5beea0615137f.jpg
Vive l'apéritif,"Cucumber slice, and preferably also strawberry, & mint",Serve in a Wine glass,"['1 2⁄3 shot Lillet Blanc (or other aromatized wine)', '3 1⁄3 shot Thomas Henry Tonic Water']",POUR ingredients into ice-filled glass.,13,https://www.diffordsguide.com/cocktails/recipe/4626/vive-laperitif,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5bf7e7322fb35.jpg
Singapore Sling (Dale DeGroff's recipe),Pineapple slice and Luxardo maraschino cherry,"Serve in a Sling glass
Photographed in an UB Koto Collins 35cl","['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Cherry Heering cherry brandy liqueur', '1⁄4 shot Bénédictine D.O.M.', '1⁄4 shot De Kuyper Triple Sec (40%)', '1 1⁄2 shot Pineapple juice (fresh pressed)', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄12 shot Giffard Grenadine syrup', '1 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and strain into ice-filled glass.,90,https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5bf7e81d59b84.jpg
Champagne Julep,Lemon zest twist (discarded) & mint sprigs dusted with icing sugar,Serve in a Julep tin,"['8 fresh Mint leaves', '1⁄2 shot Rémy Martin 1738 Cognac', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1 dash Angostura Aromatic Bitters', '3 shot Brut Champagne']","SHAKE first 4 ingredients with ice. Add champagne and more to shaker, then throw twice before straining into julep tin filled with crushed ice. Serve with a metal straw.",2,https://www.diffordsguide.com/cocktails/recipe/4628/champagne-julep,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5bf7f4a8c25bf.jpg
Prescription Julep,Orange zest twist (discarded) & mint sprigs dusted with icing sugar,Serve in a Julep tin,"['7 fresh Mint leaves', '1 1⁄2 shot Rémy Martin 1738 Cognac', '1⁄2 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '1⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '2 dash Orange Bitters by Angostura']",SHAKE all ingredients with ice and strain into julep cup filled with crushed ice.,19,https://www.diffordsguide.com/cocktails/recipe/4629/prescription-julep,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5bf7f47d03793.jpg
Twelve Miles Out Cocktail,Orange zest twist,Serve in a Nick & Nora glass,"['3⁄4 shot Bacardi Carta Blanca light rum', '3⁄4 shot Swedish Punsch liqueur', '3⁄4 shot Avallen Calvados']",STIR all ingredients with ice and fine strain into chilled glass.,5,https://www.diffordsguide.com/cocktails/recipe/4630/twelve-miles-out-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2018/11/5bf81538e395f.jpg
Black Rum Swizzle,Luxardo Maraschino cherry & orange slice,Serve in a Collins glass,"['1 1⁄2 shot Dark/black/blackstrap rum', '1 1⁄2 shot Orange juice (freshly squeezed)', '1 1⁄2 shot Pineapple juice (fresh pressed)', ""1⁄4 shot Difford's Falernum liqueur"", '1 dash Angostura Aromatic Bitters']",POUR all ingredients into a glass half filled with crushed ice. SWIZZLE and then fill the glass with more crushed ice.,9,https://www.diffordsguide.com/cocktails/recipe/4631/black-rum-swizzle,diffords,https://cdn.diffords.com/contrib/stock-images/2018/12/5c0e614aade11.jpg
Black Rumhattan,Luxardo maraschino cherry,Serve in a Coupe glass,"['1 2⁄3 shot Dark/black/blackstrap rum', '5⁄6 shot Martini Rosso sweet vermouth', '1 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,12,https://www.diffordsguide.com/cocktails/recipe/4632/black-rumhattan,diffords,https://cdn.diffords.com/contrib/stock-images/2018/12/5c0e62f277dbc.jpg
Lost Plane,Lemon zest twist,Serve in a Coupe glass,"['3⁄4 shot Dark/black/blackstrap rum', '3⁄4 shot Bittersweet orange-red aperitivo', '3⁄4 shot Montenegro amaro', '3⁄4 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,47,https://www.diffordsguide.com/cocktails/recipe/4633/lost-plane,diffords,https://cdn.diffords.com/contrib/stock-images/2018/12/5c0e634c3481f.jpg
The Bermuda Triangle,Lime wedge in drink,Serve in an Old-fashioned glass,"['1 1⁄2 shot Dark/black/blackstrap rum', '5⁄12 shot Pineapple juice (fresh pressed)', '2 dash Orange Bitters by Angostura', '2 1⁄2 shot Thomas Henry Ginger Beer']",POUR all ingredients into glass and briefly stir.,8,https://www.diffordsguide.com/cocktails/recipe/4634/the-bermuda-triangle,diffords,https://cdn.diffords.com/contrib/stock-images/2018/12/5c0e63b772702.jpg
Black Daiquiri,Lime wedge on rim,Serve in a Coupe glass,"['1 2⁄3 shot Dark/black/blackstrap rum', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄3 shot Pink grapefruit juice (freshly squeezed)', '1⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,31,https://www.diffordsguide.com/cocktails/recipe/4635/black-daiquiri,diffords,https://cdn.diffords.com/contrib/stock-images/2018/12/5c0e6407c4a7e.jpg
Doctor Pepper,Lime wedge,Serve in a Collins glass,"['1 shot Disaronno amaretto', '2 1⁄2 shot India pale ale (IPA) beer', '2 1⁄2 shot Cola (e.g. Coca Cola & Pepsi Cola)']",POUR all ingredients into ice-filled glass and briefly stir.,2,https://www.diffordsguide.com/cocktails/recipe/4636/doctor-pepper,diffords,https://cdn.diffords.com/contrib/stock-images/2020/12/5fe0caa6c0729.jpg
Electric Lemonade,Lemon slice (wheel) & Luxardo maraschino cherry,Serve in a Collins glass,"['1 1⁄2 shot Ketel One Vodka', '1 shot Lemon juice (freshly squeezed)', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '2 shot Lemon-lime soda (Sprite/7-Up)', '1⁄2 shot De Kuyper Blue Curaçao']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with lemon-lime soda and FLOAT blue curaçao on top of drink (this will sink and bleed through drink).,7,https://www.diffordsguide.com/cocktails/recipe/4637/electric-lemonade,diffords,https://cdn.diffords.com/contrib/stock-images/2018/12/5c0e655f62529.jpg
Jelly Bean Shot,Jelly Beans,Serve in a Shot glass,"['1⁄2 shot Luxardo Sambuca', '1⁄2 shot Giffard Framboise de Ronce (raspberry liqueur)', '1⁄2 shot Irish cream liqueur', '1⁄2 shot Bebo Coffee Liqueur', '1⁄4 shot Giffard Grenadine syrup']",STIR all ingredients with ice and strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/4638/jelly-bean-shot,diffords,https://cdn.diffords.com/contrib/stock-images/2018/12/5c0e64bdbc761.jpg
Bloody Mary (no added sugar & low-calorie),"Spiked cocktail onion, cherry tomato and lemon wedge with celery stick stirrer (optional salt & pepper rim)",Serve in a Collins glass,"['1 1⁄2 shot Ketel One Vodka', '3 1⁄2 shot Tomato juice', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄4 shot Sugar-free sweetener', '2 pinch Celery salt', '3 grind Black pepper', '10 drop Hot pepper sauce (red)', '4 dash Worcestershire sauce (optional)']",ROLL (rotate) all ingredients with ice in shaker (rather than shake) and strain into ice-filled glass. Use ice freshly from freezer to fill glass (not ice directly from ice-machine) to avoid unwanted dilution from melting ice.,0,https://www.diffordsguide.com/cocktails/recipe/4639/bloody-mary-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c38e929940b1.jpg
Caipirinha (no added sugar & low-calorie),"Stirrer (spoon, wooden lolly stick or stick cut from sugar cane)",Serve in a Highball (max 10oz/300ml),"['1⁄2 fresh Lime (fresh)', '1⁄2 shot Sugar-free sweetener', '3⁄4 shot Chilled water', '1 1⁄2 shot Novo Fogo Silver cachaça']","1. Cut lime in half (from pole to pole) and slice on half into 3-4mm thick half-moon shaped segments and drop into the base of a robust rocks glass.

2. Add sweetener and MUDDLE.

3. If using cubed ice straight from the freezer, add chilled water (or optionally add fruit of your choice) and MUDDLE some more. If using watery ice then omit water.

4. When sure muddling has fully extracted fruit juice, POUR the muddled fruit and sweetener into serving glass (preferably a 30cl / 10oz hi-ball glass).

5. POUR cachaça (stored in the freezer) into the rocks glass (the glass used to muddle) and swirl to rinse glass before pouring cachaça into serving glass. STIR to mix with other ingredients.

6. If using cubed ice, crack (rather than crush) four to five large ice cubes and drop into serving glass. STIR before topping with more ice and serve with a stirrer (but no straws).",0,https://www.diffordsguide.com/cocktails/recipe/4640/caipirinha-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c38e91527f47.jpg
Cosmopolitan (no added sugar* & low-calorie),Orange zest twist (flamed),Serve in a Martini glass,"['1 1⁄2 shot Ketel One Citroen Vodka', '1⁄2 shot Agave Sec liqueur', '1 shot Cranberry juice (sweetened)', '1⁄4 shot Lime juice (freshly squeezed)', '1⁄6 shot Sugar-free sweetener']","SHAKE all ingredients with ice and fine strain into chilled glass. (Be sure to use naturally sweetened cranberry drink rather than ""juice"" sweetened with sugar.)",0,https://www.diffordsguide.com/cocktails/recipe/4641/cosmopolitan-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c38e8fa48eb6.jpg
Daiquiri (no added sugar & low-calorie),Lime wedge on rim,Serve in a Coupe glass,"['1 2⁄3 shot Bacardi Carta Blanca light rum', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄3 shot Sugar-free sweetener', '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/4642/daiquiri-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c38e8e4a6037.jpg
Espresso Martini (no sugar & low-calorie),Float 3 coffee beans,Serve in a Martini glass,"['1 1⁄2 shot Ketel One Vodka', '1 1⁄2 shot Espresso coffee (freshly made & hot)', '5⁄12 shot Sugar-free sweetener', '1⁄2 pinch Salt']",SHAKE all ingredients with ice and fine strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/4643/espresso-martini-no-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386bc078210.jpg
Fitzgerald (no added sugar & low-calorie),Lemon wedge,Serve in an Old-fashioned glass,"['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Sugar-free sweetener', '1 shot Lemon juice (freshly squeezed)', '2 dash Angostura Aromatic Bitters (optional)']",SHAKE all ingredients with ice and strain into ice-filled glass.,3,https://www.diffordsguide.com/cocktails/recipe/4644/fitzgerald-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386baa1136d.jpg
Gimlet (no added sugar & low-calorie),Express lime zest or two into glass and discard before pouring cocktail. Then place lime wedge on rim.,Serve in a Coupe glass,"['1 1⁄2 shot Rutte Dry Gin', '1 shot Lime juice (freshly squeezed)', '1⁄2 shot Sugar-free sweetener']",SHAKE all ingredients with ice and fine strain into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/4645/gimlet-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386b94eb517.jpg
Gin Basil Smash (no added sugar & low-calorie),Basil leaf or sprig,Serve in an Old-fashioned glass,"['8 fresh Basil leaves', '1 1⁄2 shot Rutte Dry Gin', '3⁄4 shot Lemon juice (freshly squeezed)', '5⁄12 shot Sugar-free sweetener']","Gently MUDDLE basil in base of SHAKER with Gin. ADD other ingredients, SHAKE with ice and fine strain into ice-filled glass.",2,https://www.diffordsguide.com/cocktails/recipe/4646/gin-basil-smash-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386b7fb036a.jpg
Gin Sling (no added sugar & low-calorie),Lemon slice,Serve in a Sling glass,"['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄3 shot Sugar-free sweetener', 'Top up with Thomas Henry Soda Water']",SHAKE first 3 ingredients with ice and fine strain into ice-filled glass. TOP with soda water.,0,https://www.diffordsguide.com/cocktails/recipe/4647/gin-sling-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386b695ebcf.jpg
Long Island Iced Tea (no added sugar* & low-calorie),Lemon wedge,Serve in a Sling glass,"['1⁄3 shot Bacardi Carta Blanca light rum', '1⁄3 shot Rutte Dry Gin', '1⁄3 shot Ketel One Vodka', '1⁄3 shot Patrón Silver blanco tequila', '1⁄3 shot Agave Sec liqueur', '1⁄2 shot Sugar-free sweetener', '5⁄12 shot Lemon juice (freshly squeezed)', '5⁄12 shot Lime juice (freshly squeezed)', '2 shot Cola (e.g. Coca Cola & Pepsi Cola)']",SHAKE first 8 ingredients with ice and strain into ice-filled glass. TOP with cola and briefly stir.,1,https://www.diffordsguide.com/cocktails/recipe/4648/long-island-iced-tea-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386b4d68b03.jpg
Margarita (no added sugar* & low-calorie),Salt rim (optional) & lime wedge,Serve in an Old-fashioned glass,"['1 1⁄3 shot Patrón Reposado tequila', '1⁄2 shot Agave Sec liqueur', '3⁄4 shot Lime juice (freshly squeezed)', '1⁄3 shot Sugar-free sweetener', '1⁄2 pinch Salt']",SHAKE all ingredients with ice and strain into ice-filled glass.,0,https://www.diffordsguide.com/cocktails/recipe/4649/margarita-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386b2b88215.jpg
Mint Julep (no sugar & low-calorie),Mint sprigs,Serve in a Julep tin,"['12 fresh Mint leaves', '1 2⁄3 shot Bourbon whiskey', '1⁄2 shot Sugar-free sweetener', '3 dash Angostura Aromatic Bitters (optional)']",SHAKE all ingredients with ice and fine strain into julep cup half filled with crushed ice. STIR the drink with the crushed ice using a bar spoon. Top up the cup with more crushed ice and STIR again. Repeat this process so the drink fills the cup and frost forms on the outside.,0,https://www.diffordsguide.com/cocktails/recipe/4650/mint-julep-no-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386b0fcc8f5.jpg
Mojito (no added sugar & low-calorie),Mint sprigs,Serve in a Collins glass,"['8 fresh Mint leaves', '1 1⁄2 shot Bacardi Carta Blanca light rum', '3⁄4 shot Lime juice (freshly squeezed)', '1⁄2 shot Sugar-free sweetener', '1 1⁄2 shot Thomas Henry Soda Water']","Lightly MUDDLE mint (just to bruise) in base of glass. Add rum, lime juice and sugar free sweetener. Half fill glass with crushed ice and CHURN (stir) with bar spoon. Fill glass with more crushed ice and CHURN some more. TOP with soda, stir and serve with environmentally friendly straws.",0,https://www.diffordsguide.com/cocktails/recipe/4651/mojito-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386af4869b2.jpg
New York Sour (no added sugar & low-calorie),Lemon zest twist,Serve in an Old-fashioned glass,"['1 1⁄2 shot Bourbon whiskey', '5⁄6 shot Lemon juice (freshly squeezed)', '1⁄2 shot Sugar-free sweetener', '1 dash Angostura Aromatic Bitters (optional)', '3⁄4 shot Claret red wine']",SHAKE all ingredients with ice and strain ice-filled glass. DRIZZLE red wine around the surface of the drink.,0,https://www.diffordsguide.com/cocktails/recipe/4652/new-york-sour-no-added-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386adf3b711.jpg
Old Fashioned (no sugar & low-calorie),Orange zest twist,Serve in an Old-fashioned glass,"['1 2⁄3 shot Bourbon whiskey', '1⁄3 shot Sugar-free sweetener', '3 dash Angostura Aromatic Bitters (optional)']","STIR bourbon with three ice cubes (dry to the touch well-frozen ice, not wet ice) in a glass. Add whiskey, sugar syrup, bitters and two more ice cubes. STIR some more and add another two ice cubes. And if you have room, add more ice before serving.",0,https://www.diffordsguide.com/cocktails/recipe/4653/old-fashioned-no-sugar-and-low-calorie,diffords,https://cdn.diffords.com/contrib/stock-images/2019/01/5c386ac0143ed.jpg
