name,garnish,serving_suggestion,ingredients,steps,review_count,url,website,image_url
Abacaxi Ricaço,Cut a straw sized hole in the top of the pineapple shell & replace it as a lid,Serve in a Pineapple shell (frozen) glass,"['1 whole Pineapple (fresh)', '3 shot Havana Club 3 Year Old rum', '3⁄4 shot Lime juice (freshly squeezed)', '1⁄2 shot White caster sugar']","Cut the top off a small pineapple and carefully scoop out the flesh from the base to leave a shell with 12mm (½ inch) thick walls. Place the shell in a freezer to chill. Remove the hard core from the pineapple flesh and discard; roughly chop the remaining flesh, add other ingredients and BLEND with one 12oz scoop of crushed ice. Pour into the pineapple shell and serve with straws. (The flesh of one pineapple blended with the following ingredients will fill at least two shells).",4,https://www.diffordsguide.com/cocktails/recipe/1/abacaxi-ricaco,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/11/2015c67c9ebf5bc7f879934c1d08ef9e225e.jpg
Abbey,Orange zest twist,Serve in a Coupe glass,"['1 1⁄2 shot Rutte Dry Gin', '3⁄4 shot Lillet Blanc (or other aromatized wine)', '3⁄4 shot Orange juice (freshly squeezed)', '2 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and fine strain into chilled glass.,11,https://www.diffordsguide.com/cocktails/recipe/3/abbey,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/35/20179e429d6b57bf51bdcc1ed476d23beb85.jpg
A.B.C. Cocktail,Lemon zest twist & Luxardo Maraschino cherry,Serve in a Nick & Nora glass,"['7 fresh Mint leaves', '1 shot Tawny port', '1 shot Rémy Martin 1738 Cognac', '1⁄4 shot Luxardo Maraschino liqueur', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']","TEAR mint and place in shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",5,https://www.diffordsguide.com/cocktails/recipe/4/abc-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2021/09/614498d0417f2.jpg
Absinthe Cocktail,Mint leaf,Serve in a Coupe glass,"['1 shot La Fée Parisienne absinthe', '2 1⁄2 shot Chilled water', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,5,https://www.diffordsguide.com/cocktails/recipe/5/absinthe-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2021/09/61449b0737fbc.jpg
Absinthe Frappé,Mint sprigs bouquet,Serve in an Old-fashioned glass,"['1 shot La Fée Parisienne absinthe', '1⁄3 shot Anisette liqueur', '1 shot Chilled water', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into glass filled with crushed ice. CHURN (stir) and serve with a straw.,1,https://www.diffordsguide.com/cocktails/recipe/6/absinthe-frappe,diffords,https://cdn.diffords.com/contrib/stock-images/2022/03/62457c9a88093.jpg
Absinthe Sour,Lemon zest twist & Luxardo Maraschino Cherry,"Serve in an Old-fashioned glass
Photographed in a Libbey The Gats Rocks","['5⁄6 shot La Fée Parisienne absinthe', '1⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Pasteurised egg white', ""2 dash Peychaud's or other Creole-style bitters (optional)""]",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,3,https://www.diffordsguide.com/cocktails/recipe/7/absinthe-sour,diffords,https://cdn.diffords.com/contrib/stock-images/2020/01/5e15ec8d24d61.jpg
Absinthe Suisesse,Mint sprig,Serve in an Old-fashioned glass,"['1 1⁄2 shot La Fée Parisienne absinthe', '1⁄2 shot Giffard Orgeat Syrup', '1 shot Pasteurised egg white', '1⁄2 shot Milk (semi-skimmed/2% fat)', '1⁄2 shot Single cream / half-and-half']",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,0,https://www.diffordsguide.com/cocktails/recipe/8/absinthe-suisesse,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/06/20151a07bc3f2f4779cfa0efc1ab03848d03.jpg
Absinthe Without Leave,None,Serve in a Shot glass,"['3⁄4 shot Pisang Ambon green banana liqueur', '3⁄4 shot Irish cream liqueur', '1⁄2 shot La Fée Parisienne absinthe']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,0,https://www.diffordsguide.com/cocktails/recipe/9/absinthe-without-leave,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/39/2017f282062165449c076b6d93e3a74289ed.jpg
Absolutely Fabulous,Strawberry,Serve in a Flute glass,"['1 shot Ketel One Vodka', '1 1⁄2 shot Cranberry juice (sweetened)', '1 1⁄2 shot Brut Champagne']",SHAKE first two ingredients with ice and strain into glass. TOP with champagne.,7,https://www.diffordsguide.com/cocktails/recipe/10/absolutely-fabulous,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/14/2017269a31a188c3271139be9ccce00959fc.jpg
Acapulco,Pineapple wedge,Serve in a Collins glass,"['1 shot Patrón Reposado tequila', '1 shot Havana Club 3 Year Old rum', '1 shot Pink grapefruit juice (freshly squeezed)', '2 shot Pineapple juice (fresh pressed)', '1⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and strain into ice-filled glass.,7,https://www.diffordsguide.com/cocktails/recipe/11/acapulco,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/39/20150f105ac56580b53f2b8686c9560556a6.jpg
Acapulco Daiquiri,Lime wedge,Serve in a Coupe glass,"['1 1⁄2 shot Bacardi Carta Blanca light rum', '1⁄2 shot De Kuyper Triple Sec (40%)', '3⁄4 shot Lemon juice (freshly squeezed)', '3⁄4 shot Lime cordial (sweetened lime juice)', '1⁄2 shot Pasteurised egg white']","DRY SHAKE (without ice) all ingredients to emulsify. Add ice, SHAKE again and fine strain into chilled glass.",5,https://www.diffordsguide.com/cocktails/recipe/12/acapulco-daiquiri,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/52/20179b55b85e7f586657a9ca4b2f4289452a.jpg
Ace,Luxardo Maraschino cherry,Serve in a Coupe glass,"['1 2⁄3 shot Rutte Dry Gin', '1⁄2 shot Giffard Grenadine syrup', '1 shot Single cream / half-and-half', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,14,https://www.diffordsguide.com/cocktails/recipe/13/ace,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/04/20175b4415951b659ea0cbfa7acb376416c7.jpg
Ace Of Clubs Daiquiri,Dust with chocolate powder,Serve in a Coupe glass,"['2 shot Havana Club 3 Year Old rum', '1⁄2 shot Dutch Cacao white crème de cacao', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,11,https://www.diffordsguide.com/cocktails/recipe/14/ace-of-clubs-daiquiri,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/00/2017aee21ac3d1b8b41889e256a6aa3a7def.jpg
Achilles Heel,Apple slice,Serve in a Collins glass,"['2 shot Bison grass vodka', '1⁄4 shot Giffard Framboise de Ronce (raspberry liqueur)', '1⁄4 shot Peachtree peach schnapps', '2 shot Apple juice', '1⁄2 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and strain into ice-filled glass.,4,https://www.diffordsguide.com/cocktails/recipe/15/achilles-heel,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/49/20159c0a8ac0af0c5ee492cbd291dfb8b1f9.jpg
Adam & Eve,Lemon zest twist,Serve in an Old-fashioned glass,"['2 shot Bourbon whiskey', ""1⁄2 shot Galliano L'Autentico liqueur"", '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '3 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and strain into ice filled glass.,11,https://www.diffordsguide.com/cocktails/recipe/16/adam-and-eve,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/56/201598c50fe8966f97eb891a00c72218e56f.jpg
Adios,None,Serve in a Shot glass,"['3⁄4 shot Bebo Coffee Liqueur', '3⁄4 shot Patrón Reposado tequila']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the order shown here.,1,https://www.diffordsguide.com/cocktails/recipe/17/adios,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/29/2015ab82824331c66f6511dc0f37dab1c1da.jpg
Adonis,Orange zest twist,Serve in a Coupe glass,"['2 shot Oloroso sherry', '1 shot Martini Rosso sweet vermouth', '2 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,24,https://www.diffordsguide.com/cocktails/recipe/18/adonis,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/32/20158fe5b5c0bc927c7c01dac973a2a707ed.jpg
Affinity,Lemon zest twist,Serve in a Coupe glass,"[""1 shot Dewar's 12 Year Old Scotch whisky"", '1 shot Vermouth amaro (e.g. Cardamaro)', '1 shot Martini Extra Dry vermouth', '1 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,24,https://www.diffordsguide.com/cocktails/recipe/19/affinity,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/35/2015f4dadaccb5b688a499053836dee39235.jpg
After Eight,None,Serve in a Shot glass,"['1⁄2 shot Ketel One Vodka', '1⁄2 shot Dutch Cacao white crème de cacao', '1⁄2 shot Giffard Peppermint Pastille crème de menthe']",SHAKE all ingredients with ice and fine strain into chilled glass.,2,https://www.diffordsguide.com/cocktails/recipe/20/after-eight,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/27/201590779a4188c36ba2e52872f5245e00f8.jpg
After Six Shot,None,Serve in a Shot glass,"['1⁄2 shot Bebo Coffee Liqueur', '1⁄2 shot Giffard Menthe Pastille white crème de menthe', '1⁄2 shot Irish cream liqueur']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the order shown here.,1,https://www.diffordsguide.com/cocktails/recipe/21/after-six-shot,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/56/2015463fc83c057fb1927ebd0cdcfadbb6d2.jpg
Afterburner,None,Serve in a Snifter glass,"['1 shot Giffard Menthe Pastille white crème de menthe', '1⁄2 shot White overproof rum', '1 shot Bebo Coffee Liqueur']","POUR all ingredients into glass, swirl to mix, Flambé and then extinguish flame. Please take care and beware of hot glass rim.",0,https://www.diffordsguide.com/cocktails/recipe/22/afterburner,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/57/2015763856d0dd213265df596d47eaa3d7fd.jpg
Aged Honey Daiquiri,Lime wedge on rim,Serve in a Coupe glass,"['2 shot Havana Club 7yo rum', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄2 shot Honey syrup (3 honey to 1 water)', '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,34,https://www.diffordsguide.com/cocktails/recipe/24/aged-honey-daiquiri,diffords,https://cdn.diffords.com/contrib/stock-images/2017/4/01/2017a13b5dc3e97660a27569cc7a7f6dc668.jpg
Aggravation,Dust with grated nutmeg,Serve in an Old-fashioned glass,"[""2 shot Dewar's 12 Year Old Scotch whisky"", '3⁄4 shot Bebo Coffee Liqueur', '3⁄4 shot Single cream / half-and-half', '3⁄4 shot Milk (semi-skimmed/2% fat)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and strain into ice-filled glass.,17,https://www.diffordsguide.com/cocktails/recipe/26/aggravation,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/03/20154579b1be21ba588f0586524e5fc88a4c.jpg
Air Mail,Tip of a mint sprig or serve naked,"Serve in a Highball (max 10oz/300ml)
Photographed in an UB Ginza Tall Cuts Water 8.5oz","['1 shot Havana Club 3 Year Old rum', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄2 shot Honey syrup (3 honey to 1 water)', '1 1⁄2 shot Brut Champagne']",SHAKE first 3 ingredients with ice and strain into an ice-filled glass (preferably a column of ice). TOP with champagne.,41,https://www.diffordsguide.com/cocktails/recipe/27/air-mail,diffords,https://cdn.diffords.com/contrib/stock-images/2020/02/5e3d5c1e59a49.jpg
A. J.,Dust with cinnamon powder,Serve in a Coupe glass,"['1 2⁄3 shot Avallen Calvados', '1 2⁄3 shot Pink grapefruit juice (freshly squeezed)', '1⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/28/a-j,diffords,https://cdn.diffords.com/contrib/stock-images/2022/03/623d9155a3ed3.jpg
Alabama Slammer (straight-up),Orange zest twist,Serve in a Martini glass,"['1 1⁄2 shot Ketel One Vodka', '3⁄4 shot Southern USA-style liqueur 40% (e.g. Southern Comfort)', '1 shot Orange juice (freshly squeezed)', '1⁄4 shot Giffard Grenadine syrup']",SHAKE all ingredients with ice and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/29/alabama-slammer-straight-up,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/12/201553dd03d1266ac3e3dc5c66e560b3096c.jpg
Alabama Slammer,Peach slice,Serve in an Old-fashioned glass,"['1 1⁄2 shot Southern USA-style liqueur 40% (e.g. Southern Comfort)', '1⁄2 shot Disaronno amaretto', '1⁄2 shot Rutte Sloe Gin', '2 shot Orange juice (freshly squeezed)', '3⁄4 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and strain into ice-filled glass.,7,https://www.diffordsguide.com/cocktails/recipe/30/alabama-slammer,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/13/20150f051c0031def57775fd3978260ad058.jpg
Alamagoozlum Cocktail,Pineapple wedge on rim,Serve in a Coupe glass,"['2⁄3 shot Rutte Old Simon Genever', '1⁄2 shot Jamaican aged blended rum', '1⁄2 shot Yellow Chartreuse liqueur', '1⁄6 shot Orange Curaçao liqueur', '1⁄6 shot Angostura Aromatic Bitters', '1⁄3 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '2⁄3 shot Chilled water', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,7,https://www.diffordsguide.com/cocktails/recipe/31/alamagoozlum-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/18/2015c2aa5e759e9af945ad6a85a0e089df8d.jpg
Alan's Apple Breeze,Apple wedge,Serve in a Collins glass,"['2 shot Bacardi Carta Blanca light rum', '1⁄2 shot De Kuyper Apricot Brandy liqueur', '1 1⁄2 shot Apple juice', '1 1⁄2 shot Cranberry juice (sweetened)', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄4 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']",SHAKE all ingredients with ice and strain into ice-filled glass.,3,https://www.diffordsguide.com/cocktails/recipe/32/alans-apple-breeze,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/21/20151811ed89cfe0d5ad6b0b7b948aea24c6.jpg
Alaska (Savoy recipe),Orange zest twist,"Serve in a Nick & Nora glass
Photographed in an UB Nick And Nora 1920","['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Yellow Chartreuse liqueur', '1⁄3 shot Chilled water']",STIR all ingredients with ice and strain into chilled glass.,16,https://www.diffordsguide.com/cocktails/recipe/33/alaska-savoy-recipe,diffords,https://cdn.diffords.com/contrib/stock-images/2020/03/5e6276f460bbd.jpg
Alessandro,Lemon zest twist,Serve in a Martini glass,"['3⁄4 shot Rutte Dry Gin', '3⁄4 shot Black sambuca liqueur', '3⁄4 shot Milk (semi-skimmed/2% fat)', '3⁄4 shot Single cream / half-and-half']",SHAKE all ingredients with ice and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/34/alessandro,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/39/20158cb13c289004e74f064c4f8b85f690cf.jpg
Alexander,Dust with grated nutmeg,Serve in a Coupe glass,"['1 1⁄2 shot Rutte Dry Gin', '3⁄4 shot Dutch Cacao white crème de cacao', '3⁄4 shot Single cream / half-and-half', '1⁄3 shot Pasteurised egg white (optional)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,23,https://www.diffordsguide.com/cocktails/recipe/35/alexander,diffords,https://cdn.diffords.com/contrib/stock-images/2016/1/25/2016d624d723f6032acc8ca35f97fd5e35fa.jpg
Alexander The Great,Dust with freshly grated nutmeg,Serve in a Coupe glass,"['1 1⁄2 shot Ketel One Vodka', '1⁄2 shot Bebo Coffee Liqueur', '1⁄2 shot Dutch Cacao white crème de cacao', '3⁄4 shot Single cream / half-and-half']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,24,https://www.diffordsguide.com/cocktails/recipe/36/alexander-the-great,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/58/201531914e8b6db7db4d50598f0db9ee1f59.jpg
Alexander's Big Brother,Physalis (cape gooseberry) on rim,Serve in a Martini glass,"['1 1⁄2 shot Rutte Dry Gin', '1⁄4 shot De Kuyper Triple Sec (40%)', '3⁄4 shot De Kuyper Blue Curaçao', '3⁄4 shot Single cream / half-and-half', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄4 shot Pasteurised egg white (optional)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/37/alexanders-big-brother,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/01/2015abc1199e6a78eed093f1e023e2c42ed7.jpg
Alexander's Sister,Dust with freshly grated nutmeg,Serve in a Martini glass,"['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Giffard Peppermint Pastille crème de menthe', '3⁄4 shot Single cream / half-and-half', '1⁄6 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄4 shot Pasteurised egg white (optional)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,6,https://www.diffordsguide.com/cocktails/recipe/38/alexanders-sister,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/04/20152e918a61f8acbbca86943b11a00a3de1.jpg
Alexandra,Dust with freshly grated nutmeg,Serve in a Martini glass,"['1 1⁄2 shot Navy rum (54.5% alc./vol.)', '1 shot Bebo Coffee Liqueur', '1 shot Single cream / half-and-half', '1⁄4 shot Pasteurised egg white (optional)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/39/alexandra,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/05/201502a0e013c3b8a52436b2124a5c72f009.jpg
Alfonso,Lemon zest twist,Serve in a Flute glass,"['1 cube White caster sugar', '4 dash Angostura Aromatic Bitters', '1⁄2 shot Dubonnet/French rouge aromatised wine', 'Top up with Brut Champagne']",Coat sugar cube with bitters and drop into glass. POUR Dubonnet and then champagne into chilled glass.,1,https://www.diffordsguide.com/cocktails/recipe/40/alfonso,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/07/201569393e1cfe70fb483b7c78b6fd7f3c63.jpg
Algonquin,Pineapple wedge & Luxardo Maraschino cherry,"Serve in a Coupe glass
Photographed in a Libbey Speakeasy Coupe 8.5oz","['1 1⁄2 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '3⁄4 shot Martini Bianco vermouth', '3⁄4 shot Pineapple juice (fresh pressed)', ""1 dash Peychaud's or other Creole-style bitters (optional)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,48,https://www.diffordsguide.com/cocktails/recipe/41/algonquin,diffords,https://cdn.diffords.com/contrib/stock-images/2019/10/5dad840fd70be.jpg
Alice From Dallas,None,Serve in a Shot glass,"['1⁄2 shot Bebo Coffee Liqueur', '1⁄2 shot Grand Marnier or other cognac orange liqueur', '1⁄2 shot Patrón Reposado tequila']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,4,https://www.diffordsguide.com/cocktails/recipe/42/alice-from-dallas,diffords,https://cdn.diffords.com/contrib/stock-images/2021/03/6053933c1d801.jpg
Alice In Wonderland,Lime wedge,Serve in a Shot glass,"['1 shot Grand Marnier or other cognac orange liqueur', '1⁄2 shot Patrón Reposado tequila']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,1,https://www.diffordsguide.com/cocktails/recipe/43/alice-in-wonderland,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/03/20160ee7addfbe19ffd250d84dcaf6fafbbd.jpg
All Fall Down,None,Serve in a Shot glass,"['1⁄2 shot Bebo Coffee Liqueur', '1⁄2 shot Patrón Reposado tequila', '1⁄2 shot Navy rum (54.5% alc./vol.)']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,0,https://www.diffordsguide.com/cocktails/recipe/44/all-fall-down,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/52/2015e175cdf55df145e9208e631472697a9f.jpg
All White Frappé,Lemon zest twist,Serve in an Old-fashioned glass,"['1 shot Luxardo Sambuca', '1 shot Dutch Cacao white crème de cacao', '1 shot Giffard Menthe Pastille white crème de menthe', '1 shot Lemon juice (freshly squeezed)']",BLEND ingredients with 6oz scoop of crushed ice. Pour into glass and serve with short straws.,1,https://www.diffordsguide.com/cocktails/recipe/45/all-white-frappe,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/54/2015dddc49a45068b54a305bbfaccedb710b.jpg
Almond Cocktail,Sink three almonds,Serve in a Martini glass,"['2 shot Ketel One Vodka', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Giffard Orgeat Syrup', '1 shot Apple juice', '2 dash Peach bitters (optional)']",SHAKE all ingredients with ice and fine strain into chilled glass.,3,https://www.diffordsguide.com/cocktails/recipe/50/almond-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/01/2016ee3b3bd70286a00dc8176cbe0f3bbbb7.jpg
Almond Martini,Sink three almonds,Serve in a Martini glass,"['2 shot Ketel One Vodka', '3⁄4 shot Disaronno amaretto', '1⁄4 shot Martini Extra Dry vermouth', ""4 drop Bob's Vanilla bitters"", '1⁄3 shot Chilled water']",STIR all ingredients with ice and strain into chilled glass.,10,https://www.diffordsguide.com/cocktails/recipe/51/almond-martini,diffords,https://cdn.diffords.com/contrib/stock-images/2022/01/61eaa22cd3772.jpg
Almond Old Fashioned (tequila based),Orange zest twist,Serve in an Old-fashioned glass,"['2 shot Patrón Reposado tequila', '1⁄4 shot Disaronno amaretto', '1⁄6 shot Agave syrup', '2 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,51,https://www.diffordsguide.com/cocktails/recipe/52/almond-old-fashioned-tequila-based,diffords,https://cdn.diffords.com/contrib/stock-images/2022/05/62875ff4f088a.jpg
Amaretto Sour,Spray aromatic bitters over foaming cocktail from atomiser and then garnish with lemon & cherry sail (lemon slice & Luxardo Maraschino cherry on stick),"Serve in an Old-fashioned glass
Photographed in an UB Grantown Tumbler 12oz","['2 shot Disaronno amaretto', '1 shot Lemon juice (freshly squeezed)', '1 dash Angostura Aromatic Bitters', '1⁄2 shot Pasteurised egg white']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,102,https://www.diffordsguide.com/cocktails/recipe/53/amaretto-sour,diffords,https://cdn.diffords.com/contrib/stock-images/2020/03/5e62771f4d92a.jpg
Amber,Dust with grated nutmeg & apple wedge,Serve in a Collins glass,"['4 slice Root ginger (thumbnail-sized slice)', '1 1⁄2 shot Bison grass vodka', '4 shot Apple juice', '1⁄2 shot Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)', '1⁄2 shot Apple Schnapps liqueur']","MUDDLE ginger in base of shaker. Add other ingredients, SHAKE with ice and strain into glass filled with crushed ice.",0,https://www.diffordsguide.com/cocktails/recipe/55/amber,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/29/201501497ce844c0c1dacecbc0f15dac0e2d.jpg
Ambrosia,None,Serve in a Flute glass,"['1 shot Rémy Martin 1738 Cognac', '1 shot Avallen Calvados', '1⁄4 shot De Kuyper Triple Sec (40%)', '1⁄4 shot Lemon juice (freshly squeezed)', 'Top up with Brut Champagne']","SHAKE first 4 ingredients with ice and strain into glass, TOP with champagne.",4,https://www.diffordsguide.com/cocktails/recipe/56/ambrosia,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/32/2015054e28562a63102e820042f5e2c0fb1b.jpg
Ambrosia Cocktail,Dust with grated nutmeg,Serve in a Coupe glass,"['2⁄3 shot Rémy Martin 1738 Cognac', '5⁄6 shot Licor 43 Original liqueur', '5⁄12 shot Yellow Chartreuse liqueur', '1 2⁄3 shot Warninks Advocaat liqueur']",SHAKE all ingredients with ice and fine strain into chilled glass.,12,https://www.diffordsguide.com/cocktails/recipe/57/ambrosia-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2016/7/07/201624792b8c7759e6a1d1821afbb99e3fa2.jpg
American Beauty (by David Embury),Float mint leaf or red rose petal,Serve in a Coupe glass,"['2 shot Rémy Martin 1738 Cognac', '1⁄2 shot Martini Extra Dry vermouth', '1⁄2 shot Giffard Menthe Pastille white crème de menthe', '1⁄2 shot Orange juice (freshly squeezed)', '1⁄2 shot Giffard Grenadine syrup', '1⁄6 shot Claret red wine']",SHAKE first 5 ingredients with CRUSHED ICE and fine strain into chilled glass. FLOAT red wine on surface of cocktail.,3,https://www.diffordsguide.com/cocktails/recipe/58/american-beauty-by-david-embury,diffords,https://cdn.diffords.com/contrib/stock-images/2021/09/61449b619b4a1.jpg
American Pie Cocktail,Float dehydrated apple slice,Serve in a Coupe glass,"['1 1⁄2 shot Bourbon whiskey', '1⁄2 shot Apple Schnapps liqueur', '1⁄2 shot Giffard Crème de Myrtille liqueur', '1⁄2 shot Cranberry juice (sweetened)', '1⁄2 shot Apple juice', '1⁄4 shot Lime juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,2,https://www.diffordsguide.com/cocktails/recipe/59/american-pie-cocktail,diffords,https://cdn.diffords.com/contrib/stock-images/2022/02/61fa55076977c.jpg
Americana,Peach slice,Serve in a Flute glass,"['1 cube White caster sugar', '4 dash Angostura Aromatic Bitters', '1⁄2 shot Bourbon whiskey', 'Top up with Brut Champagne']",Coat sugar cube with bitters and drop into glass. POUR bourbon and then champagne into chilled glass.,0,https://www.diffordsguide.com/cocktails/recipe/60/americana,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/53/201509d28660860f3011a26ee4aee017cadc.jpg
Americano,Orange slice,Serve in a Collins glass,"['1 1⁄2 shot Italian red bitter liqueur', '1 1⁄2 shot Martini Rosso sweet vermouth', '2 1⁄2 shot Thomas Henry Soda Water']",POUR all ingredients into glass and then fill with ice.,109,https://www.diffordsguide.com/cocktails/recipe/61/americano,diffords,https://cdn.diffords.com/contrib/stock-images/2015/7/41/2015e59ddd7a93b2461d7165e20f90537661.jpg
Anis'tini,Star anise,Serve in a Martini glass,"['2 dried Star anise', '1 shot Ketel One Vodka', '3⁄4 shot Black sambuca liqueur', '1⁄2 shot Pernod anise', '1 1⁄2 shot Chilled water (reduce if wet ice)']","MUDDLE star anise in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",0,https://www.diffordsguide.com/cocktails/recipe/62/anistini,diffords,https://cdn.diffords.com/contrib/stock-images/2015/8/31/2015d832ab9573c9a924e2cefc5a10b94b9d.jpg
